user_id,retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days,bot_label
762922,16,2,1876,1,70,8,0,0,328,1
512870,100,1,37,0,53,9,1,1,91,0
192294,40,0,741,1,77,11,5,1,1009,1
740350,81,0,4954,1,59,4,4,1,873,1
377115,53,0,2408,1,46,7,3,1,41,1
876385,62,2,2828,0,85,10,2,1,1029,1
130270,19,4,5657,1,69,12,4,1,1209,1
102576,77,5,7446,0,44,6,2,1,410,1
558741,18,3,5399,0,52,13,1,1,377,1
380229,45,2,7682,0,44,14,0,0,823,1
421319,5,3,3740,1,41,16,2,1,1196,0
430561,32,3,1336,1,51,10,0,0,749,0
132631,50,2,6316,0,42,11,1,1,629,0
703495,33,4,8617,1,70,12,4,1,695,0
864096,97,0,4879,0,68,13,2,1,327,1
768628,64,5,2202,1,84,9,0,0,42,1
894608,7,1,5749,1,51,7,3,1,59,0
442723,46,1,1534,0,88,10,0,0,630,1
814392,61,1,9357,0,42,7,4,1,81,0
509640,66,2,9452,0,48,10,3,1,762,0
552104,100,4,7159,0,46,3,2,1,2,0
723647,68,1,3436,0,59,12,5,1,988,0
315730,64,2,4050,1,56,13,5,1,367,1
301271,98,0,1735,0,72,14,3,1,27,0
213946,69,2,5501,0,69,14,0,0,630,0
360654,51,2,2213,1,44,9,4,1,558,0
516754,87,5,4323,0,49,9,4,1,922,0
931911,86,3,4797,1,83,8,5,1,455,1
659487,49,1,448,1,58,13,1,1,306,0
505940,56,5,1428,0,53,8,1,1,258,1
689413,45,3,426,1,45,6,1,1,480,1
590539,90,4,2324,0,88,12,5,1,78,0
621570,16,5,9214,0,38,11,1,1,398,0
408341,44,0,9728,0,55,7,2,1,460,1
971083,28,2,5823,0,40,9,1,1,434,0
141492,79,2,3896,0,48,6,0,0,1058,1
498089,65,3,265,0,72,7,3,1,921,0
327584,91,3,7128,1,61,14,4,1,1008,0
443956,7,4,380,0,40,13,5,1,617,1
968438,2,5,1829,0,60,10,3,1,118,1
237720,34,1,1906,1,69,8,2,1,572,1
219604,42,0,1429,1,81,9,2,1,962,0
579966,11,2,5587,1,57,12,3,1,965,1
168028,84,3,1816,0,88,6,3,1,1136,1
749430,79,0,9602,1,40,7,4,1,72,0
700283,23,5,8777,1,73,15,2,1,998,1
579731,45,2,9287,1,80,7,1,1,746,1
921731,82,1,9453,1,82,13,3,1,499,1
589209,2,0,1407,0,59,5,2,1,1155,1
457809,58,2,6097,1,73,5,2,1,1098,1
979670,59,0,1188,1,53,15,5,1,555,0
207847,29,4,9695,0,67,8,2,1,705,0
715999,85,2,6812,0,79,9,0,0,1200,1
895451,39,0,4794,0,86,13,5,1,920,0
636309,4,4,5258,1,78,5,2,1,120,1
787769,0,0,7872,1,59,5,0,0,441,1
382837,86,3,6187,1,90,12,0,0,503,0
473239,88,1,8683,0,47,10,4,1,1069,0
537167,32,5,7792,1,42,11,3,1,333,0
845140,76,3,6669,1,56,13,2,1,382,0
902756,79,1,7709,1,61,16,2,1,1173,0
131809,54,2,4786,0,76,6,0,0,917,1
205329,59,3,4180,1,82,11,1,1,694,1
660327,24,4,7010,1,84,7,0,0,235,1
171310,30,0,3748,0,83,8,1,1,1242,1
333651,35,3,7016,1,78,7,1,1,386,1
648159,61,4,115,1,55,7,3,1,138,0
468781,27,5,7526,0,58,9,0,0,1114,0
583667,69,5,4436,1,40,8,4,1,694,0
861157,59,5,8800,1,61,6,1,1,819,1
917783,78,0,8443,0,76,9,2,1,1223,0
966410,53,2,6152,0,42,9,1,1,597,1
701255,15,4,326,1,68,14,2,1,474,1
330446,72,5,2386,1,41,8,2,1,470,1
835118,21,2,3984,0,49,12,4,1,567,1
654954,57,0,3689,1,72,7,2,1,159,1
505231,87,0,1889,0,43,5,5,1,955,1
819837,79,2,2912,0,44,14,1,1,463,1
714305,60,4,5986,0,70,8,1,1,869,0
816359,81,4,4322,0,89,12,3,1,895,1
688056,60,1,3262,0,70,8,5,1,353,1
376277,63,2,4634,1,63,13,0,0,751,1
186507,22,2,1152,0,79,9,4,1,704,0
448128,25,3,7675,1,60,8,0,0,897,0
893819,49,2,2114,1,76,5,5,1,707,0
587336,48,4,6221,0,95,11,5,1,1186,0
514872,66,4,7050,0,40,8,5,1,855,0
640137,62,0,4926,0,87,7,0,0,99,1
834620,75,0,8511,0,40,13,1,1,557,1
864009,79,0,5083,1,41,8,5,1,482,1
674578,55,3,4605,0,46,7,1,1,217,1
553232,86,5,8775,0,50,9,1,1,571,0
625456,35,3,464,0,54,7,4,1,1088,1
676953,94,1,4210,1,62,12,2,1,1179,0
813065,80,0,1297,1,37,11,4,1,30,0
624885,76,5,678,0,55,8,5,1,314,0
566574,6,0,5993,0,47,9,2,1,617,1
163413,22,4,4647,0,77,13,3,1,638,1
864561,100,2,6876,1,67,13,5,1,557,1
882415,61,0,1430,1,92,6,5,1,1122,1
188885,44,5,584,1,78,7,4,1,1038,1
613988,57,5,415,1,65,6,3,1,863,1
461236,73,1,8651,0,53,10,0,0,748,1
982115,74,4,2626,0,77,14,4,1,449,0
181086,57,2,1901,0,61,11,2,1,415,1
818938,80,2,7654,0,52,14,3,1,82,0
370377,10,3,7736,1,78,13,3,1,857,1
721228,26,4,1105,1,56,11,0,0,1227,1
822139,33,1,7108,0,71,14,3,1,1238,1
853895,94,1,1426,1,91,11,0,0,767,0
914910,82,2,920,0,86,10,2,1,1184,1
862683,84,5,9346,1,54,8,3,1,370,1
196082,24,4,1531,0,79,5,1,1,908,1
232586,80,3,1584,0,69,7,0,0,189,1
218304,23,5,4349,1,64,10,1,1,1072,0
832417,96,2,3594,1,82,20,2,1,921,0
763230,81,1,8596,1,48,10,5,1,253,0
444735,85,2,8973,0,53,14,4,1,1021,1
258691,27,5,6983,0,85,11,5,1,689,1
385419,39,2,8717,1,81,17,3,1,1085,0
615496,28,3,2534,1,56,7,3,1,519,1
628144,35,3,5188,1,38,14,3,1,1093,0
945720,69,5,9461,1,63,13,0,0,1122,0
415632,76,2,9721,0,43,7,3,1,678,0
431694,23,1,758,0,77,10,2,1,105,1
283440,72,5,319,1,47,7,4,1,395,0
870639,28,5,4252,0,75,9,5,1,870,0
597257,28,0,5666,1,64,9,3,1,344,0
724284,73,3,3687,1,39,13,4,1,1206,0
235604,17,1,1348,0,63,7,3,1,663,0
795761,81,0,5255,1,64,12,2,1,394,1
277554,30,5,1019,0,66,7,5,1,511,0
499577,71,2,3315,0,49,8,0,0,1162,1
922150,49,5,5652,0,54,8,4,1,682,1
771303,17,3,3523,0,44,9,3,1,353,1
456462,33,5,2173,0,44,10,3,1,1063,0
343314,74,5,7242,1,50,13,2,1,201,0
731293,6,2,7552,1,50,14,1,1,296,0
764419,11,2,9879,0,56,8,0,0,955,0
406261,79,3,901,1,51,10,0,0,376,0
424157,61,0,1826,0,71,12,4,1,18,0
669216,89,1,1170,0,38,6,3,1,539,1
669673,73,4,9334,0,39,12,0,0,692,0
655211,77,2,5806,0,77,9,1,1,312,1
519195,18,1,4684,0,60,12,5,1,986,1
116788,8,3,562,0,78,8,0,0,682,1
645659,61,3,8462,0,38,5,3,1,1096,0
644499,77,2,7814,1,68,12,0,0,361,0
239526,75,0,8373,1,69,9,2,1,911,0
521455,71,5,6561,0,49,10,4,1,521,0
729200,6,0,506,0,60,10,5,1,109,1
228393,45,0,5879,0,43,7,4,1,433,1
610201,0,4,7734,1,93,9,0,0,1013,0
964249,6,1,6662,1,68,15,2,1,437,0
746001,56,5,9388,1,35,9,1,1,54,1
396637,80,1,2121,1,28,16,0,0,97,0
490242,15,2,4669,1,73,7,5,1,1165,1
531912,100,1,4530,0,65,14,4,1,164,0
778159,87,4,1988,0,77,5,4,1,1081,0
668918,63,0,2689,0,42,14,4,1,394,1
310240,27,1,8792,1,43,9,2,1,403,0
376082,3,2,4355,0,79,10,1,1,78,1
549583,14,3,4682,1,77,12,4,1,422,1
786228,84,5,9872,1,35,13,5,1,3,0
467854,68,3,5042,1,87,7,0,0,618,0
905648,65,3,7720,0,59,5,2,1,925,1
237466,32,3,9488,0,86,12,4,1,1211,0
312544,28,3,4047,1,49,7,4,1,1069,1
671171,49,3,6352,1,73,6,1,1,1057,1
724354,3,4,5587,0,65,6,4,1,1166,1
334925,53,5,9654,0,85,6,3,1,475,1
548223,25,2,707,1,39,6,0,0,536,0
752323,92,5,8803,1,50,13,1,1,92,0
220745,42,0,9735,1,55,8,2,1,416,1
191464,3,5,9382,1,82,8,2,1,695,1
735094,83,2,7493,1,39,13,2,1,1028,1
186741,71,1,4525,1,55,8,4,1,612,1
790575,72,5,4502,1,78,13,1,1,1199,0
872064,57,2,9853,0,34,8,1,1,56,1
540635,25,5,382,1,61,9,3,1,826,1
700820,93,2,4165,0,43,13,1,1,1219,1
592470,47,4,6942,0,87,7,4,1,534,1
101369,41,2,3998,1,42,6,5,1,238,1
710673,95,0,6974,1,74,7,4,1,901,1
806388,28,0,7319,0,65,11,1,1,183,1
142771,92,0,9332,0,82,7,5,1,1003,0
935047,6,2,37,0,51,11,1,1,1023,0
838218,33,4,5680,1,77,9,1,1,755,1
410521,14,3,8763,0,55,7,0,0,1235,1
540653,29,4,6261,1,93,16,1,1,480,0
323186,15,0,7538,1,32,10,1,1,657,0
446196,11,1,5433,0,75,9,1,1,938,1
901261,44,2,3505,0,69,9,5,1,760,1
509985,64,4,7906,0,82,10,4,1,516,1
135797,17,0,8044,0,80,11,3,1,38,1
184190,19,4,4892,1,92,12,1,1,415,0
115812,94,5,6679,1,50,7,5,1,213,0
838556,31,3,7151,1,61,12,2,1,85,1
779216,77,1,8467,0,38,14,3,1,732,1
593154,39,2,8772,0,37,11,0,0,423,0
671950,20,3,4363,0,66,6,4,1,346,1
912121,92,0,1377,1,59,11,1,1,562,1
711180,100,0,1285,1,88,12,1,1,1119,1
453575,37,5,8128,0,81,15,3,1,18,0
893719,73,1,6881,0,57,9,1,1,647,0
465001,40,1,4669,0,88,12,2,1,362,1
371918,31,5,5620,0,67,6,3,1,1116,1
646000,16,5,5570,1,48,5,1,1,87,0
860963,42,0,7194,0,73,8,0,0,1158,1
488022,20,1,7528,1,37,15,3,1,152,0
881276,33,5,5083,0,78,10,2,1,248,1
147182,67,2,8304,1,37,9,5,1,963,1
654943,23,2,8134,0,67,12,3,1,196,1
698447,76,5,1846,0,70,7,2,1,1146,1
699161,11,2,1012,0,75,14,5,1,369,1
559951,95,1,2549,1,53,12,1,1,136,1
616862,18,5,1841,1,82,11,4,1,412,0
671695,12,1,8772,0,77,7,4,1,4,1
562039,7,5,141,1,85,11,0,0,805,0
361224,78,3,6513,1,37,12,4,1,917,0
411751,75,2,9390,1,55,7,3,1,1186,1
137301,98,1,8340,1,78,8,0,0,1193,1
300659,92,4,2164,1,50,13,3,1,245,0
874222,35,4,5410,1,80,8,5,1,409,0
614355,75,0,1758,1,92,9,1,1,207,0
952796,98,0,2338,1,65,10,0,0,394,0
805417,92,4,3145,1,69,13,5,1,982,0
441165,33,0,4820,1,48,10,1,1,130,0
922248,51,4,2949,0,39,12,1,1,190,0
965781,13,1,9384,0,59,15,3,1,713,0
733121,50,3,7418,0,59,8,0,0,675,0
220019,17,0,991,1,71,12,1,1,119,0
125824,99,0,9534,0,86,10,3,1,960,1
230713,81,4,3417,1,65,9,0,0,355,1
350262,68,5,2549,0,44,12,5,1,698,1
448745,85,0,1997,0,93,12,2,1,185,1
198969,80,4,1401,0,80,6,4,1,1199,0
264930,20,0,8449,0,68,9,1,1,1140,1
295962,58,5,3531,1,60,7,2,1,261,1
883812,9,0,7866,0,49,15,3,1,316,1
218928,94,5,4607,0,66,12,0,0,428,0
175778,32,3,7913,0,86,7,1,1,59,1
739509,21,2,6589,0,85,8,5,1,716,1
916570,82,1,9876,1,51,6,5,1,338,0
352467,31,5,3135,0,41,10,0,0,388,1
924928,32,4,7450,0,68,6,4,1,1129,1
751742,42,1,3779,0,51,5,0,0,0,0
487097,94,4,800,1,49,15,0,0,921,0
929596,40,1,6905,0,55,10,0,0,52,0
606320,44,3,9667,0,50,8,1,1,406,0
628944,13,5,8888,0,58,10,4,1,1074,0
770550,70,0,427,1,60,5,1,1,478,1
441345,5,1,704,0,70,8,1,1,675,0
706620,6,0,6910,1,84,6,5,1,440,1
538841,18,4,7880,0,46,12,0,0,1044,0
435078,77,4,8786,1,98,10,0,0,400,0
884984,24,0,982,0,91,9,0,0,704,1
779477,71,4,9032,0,72,5,2,1,1157,1
745778,96,3,9228,1,63,9,0,0,383,0
220537,97,0,1148,1,84,11,4,1,78,0
227821,77,0,3064,0,45,7,0,0,1152,0
124883,16,2,3594,0,81,14,4,1,71,0
808204,98,1,9522,1,70,9,4,1,546,0
955692,58,2,6226,1,72,10,4,1,904,1
210978,36,0,5679,1,83,7,0,0,1147,1
559948,8,2,6068,1,66,14,5,1,986,0
408959,8,2,9316,1,70,9,3,1,116,1
373381,37,1,903,0,61,12,5,1,986,0
827558,96,0,4908,0,72,6,1,1,1150,0
581656,33,2,7540,1,84,9,2,1,668,1
854428,9,0,5797,0,64,8,3,1,805,1
165060,93,4,3304,1,39,6,0,0,1052,0
190536,77,2,3627,1,89,12,0,0,228,1
525773,49,3,3089,1,62,9,5,1,1156,1
665664,2,1,460,0,84,17,1,1,11,0
557937,84,3,574,0,37,8,4,1,903,1
446231,90,0,4307,1,87,14,1,1,804,1
743196,63,5,9083,1,46,12,0,0,1231,0
229176,47,5,2306,0,74,9,4,1,98,0
322664,99,2,2482,1,89,13,5,1,1111,0
322173,0,0,6275,0,73,10,5,1,109,1
405894,47,3,6108,1,74,11,1,1,799,1
531852,68,0,4907,0,61,7,2,1,881,0
714379,54,2,3360,1,79,7,3,1,247,0
288752,12,0,5754,0,95,7,2,1,173,1
820654,91,1,7802,1,75,6,4,1,1202,0
849948,34,2,4499,0,70,6,2,1,1036,1
843934,77,0,9020,1,79,7,4,1,856,0
594078,76,4,8993,0,45,8,0,0,589,1
957706,55,1,8951,1,42,11,5,1,1056,0
982830,66,5,3161,1,89,12,2,1,775,0
845425,89,4,9475,0,57,6,3,1,877,0
898072,87,0,835,1,58,13,1,1,574,0
509105,61,5,9658,1,45,13,0,0,336,1
615650,4,0,2598,1,77,6,3,1,863,1
356535,91,1,6984,1,88,5,2,1,560,0
