user_id,retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days,bot_label,cluster,anomaly_score,is_anomaly
954313,72,5,1720,1,104,7,3,1,950,1,0,3.468586926580657,1
680236,90,0,9402,1,80,6,5,1,1223,0,0,3.654708306701175,1
115412,77,5,442,0,92,11,2,1,69,0,2,3.4003234312100026,1
207786,87,2,574,0,68,18,1,1,59,1,2,3.9788597037087228,1
687213,44,0,5750,0,66,21,1,1,128,1,2,4.490798171297812,1
235191,7,0,1931,1,38,7,0,0,1185,1,1,3.4729157188562265,1
376835,12,2,8251,0,103,12,3,1,1162,0,2,3.4393119252055184,1
443655,66,0,7154,0,96,16,1,1,131,0,2,3.8514533439767282,1
257725,90,5,9654,0,46,15,5,1,238,0,2,3.6509550545399367,1
294884,9,0,2401,1,86,14,1,1,310,1,0,3.3419094497739694,1
363423,96,4,9605,1,51,15,1,1,891,0,0,3.371368141957976,1
551831,64,5,8373,0,85,5,0,0,36,0,1,3.4450648421443315,1
684422,78,3,9200,1,104,5,5,1,131,1,0,3.9220565032272523,1
401770,61,5,7997,1,31,6,1,1,34,0,0,3.5690113111851254,1
945977,16,3,283,1,41,18,1,1,530,1,0,3.8833074504644944,1
497690,11,5,1342,1,35,15,5,1,960,0,0,3.6967283005688034,1
784058,97,5,7276,1,43,16,3,1,582,1,0,3.347189706055162,1
705288,12,0,838,0,46,16,0,0,814,0,1,3.5739282055851174,1
340712,31,4,9092,0,65,18,2,1,627,1,2,3.373974792542783,1
947396,8,5,4579,1,62,18,3,1,832,0,0,3.515713652417398,1
857343,86,4,107,0,101,12,0,0,841,0,1,3.524029800397053,1
771487,1,0,6660,1,60,15,2,1,1174,1,0,3.3471123713389264,1
982835,81,2,8955,1,79,17,0,0,638,1,1,3.340401743496764,1
333839,84,2,5957,1,98,16,0,0,1,1,1,3.821652620914091,1
243136,75,5,2245,0,37,17,2,1,202,0,2,3.7354686616714243,1
523031,72,5,1082,1,99,11,0,0,998,1,1,3.4030187302436556,1
755510,1,3,8830,0,103,9,3,1,294,1,2,3.4019244218544404,1
919779,2,2,9723,1,88,9,0,0,66,0,1,3.3688625746558607,1
147363,83,5,1486,0,98,8,2,1,249,1,2,3.3659455856718643,1
457969,36,0,8836,1,41,17,1,1,872,1,0,3.7151616358038257,1
313641,70,5,5217,0,57,18,3,1,347,0,2,3.3391482843074254,1
597581,19,5,6672,0,31,6,1,1,159,1,2,3.460784557469304,1
962241,18,4,599,1,55,17,3,1,248,1,0,3.403307917567269,1
671226,83,5,9341,0,76,5,0,0,1013,0,1,3.3365947403110368,1
706242,100,5,7737,0,43,14,1,1,1080,0,2,3.5233110665533496,1
382624,99,1,9932,1,60,14,5,1,1041,1,0,3.36648596341556,1
980386,19,0,8799,1,91,6,1,1,864,0,0,3.4038295505135747,1
301448,31,5,2321,0,64,19,5,1,985,0,2,3.9556689555861064,1
574527,97,5,418,1,76,15,1,1,387,1,0,3.5784956520570614,1
472257,99,1,6077,0,88,16,5,1,505,1,2,3.4782676303422324,1
259500,35,0,530,0,41,13,5,1,1201,1,2,3.4154376340721124,1
351499,98,5,8942,0,65,7,0,0,56,1,1,3.3312379235159413,1
223520,21,3,8123,0,91,17,0,0,798,0,1,3.537510584818095,1
975275,6,0,8359,0,68,16,2,1,81,1,2,3.59918904608914,1
275901,73,5,1681,0,34,15,0,0,806,1,1,3.39759113672274,1
825983,39,1,8164,0,85,15,5,1,1205,1,2,3.3285888265196575,1
815676,81,0,2010,0,83,15,5,1,34,1,2,3.6210570615216753,1
119551,76,5,4122,0,39,16,1,1,1077,0,2,3.5339113207986266,1
718707,78,4,932,0,91,15,2,1,1156,0,2,3.5093535018467463,1
206795,39,5,9437,1,42,13,0,0,38,0,1,3.338438983307187,1
907742,8,3,1361,0,46,16,0,0,975,1,1,3.3555535179966673,1
691525,75,5,301,1,38,7,5,1,1007,0,0,3.3333956330269436,1
509522,89,5,946,1,93,7,0,0,331,0,1,3.4306735453121187,1
421354,90,0,2505,1,90,15,1,1,599,0,0,3.476844362058495,1
214196,94,4,331,0,41,6,2,1,174,0,2,3.3164985091080874,1
385347,10,5,7461,0,41,7,0,0,1202,0,1,3.3151157064229975,1
739402,24,2,3324,1,86,19,2,1,340,1,0,3.7487779270319845,1
606043,2,0,5781,0,77,17,2,1,969,0,2,3.5991963371795865,1
559750,84,5,2140,0,55,18,3,1,938,1,2,3.645054499442745,1
325039,97,0,2631,0,95,8,1,1,1142,0,2,3.62075804671666,1
811500,97,4,8478,0,38,6,5,1,225,0,2,3.3715839967027406,1
855453,1,0,7267,1,38,7,1,1,1244,0,0,3.624813159389933,1
234094,88,1,3208,0,88,16,5,1,110,0,2,3.6251240089866408,1
768405,95,0,4618,0,35,13,5,1,110,0,2,3.462139991349989,1
285709,1,0,4781,1,45,15,2,1,202,1,0,3.315456976347871,1
584891,89,0,1607,1,93,6,2,1,413,0,0,3.335612607894012,1
747430,10,0,585,0,78,15,5,1,734,1,2,3.442981841667084,1
205741,80,1,1399,1,90,15,1,1,148,0,0,3.523193918795396,1
178658,87,5,8522,1,92,6,2,1,146,0,0,3.4919995489530513,1
720004,97,5,9185,1,94,9,0,0,335,0,1,3.4824419300916474,1
207483,42,5,1348,1,44,15,5,1,14,0,0,3.5175575465974083,1
795072,46,2,8473,1,34,17,4,1,825,1,0,3.3562668860904905,1
667097,42,1,1381,0,83,17,3,1,171,1,2,3.40248746738984,1
551745,58,0,363,1,90,13,2,1,1191,1,0,3.4094394039574887,1
252856,97,5,9188,1,46,19,4,1,261,1,0,4.359743041079104,1
971231,11,2,8043,0,35,16,2,1,992,0,2,3.410388223909654,1
441237,24,5,903,0,75,16,4,1,993,0,2,3.3708147411387843,1
179847,99,5,2951,0,79,7,5,1,1231,0,2,3.404152707635315,1
899849,40,5,6686,1,65,17,2,1,1145,0,0,3.3268587683939566,1
798507,88,5,2634,1,91,13,0,0,99,1,1,3.4243188086335685,1
906545,65,1,3,1,77,15,1,1,1115,1,0,3.3466260541279387,1
660295,14,5,1391,0,94,7,4,1,168,0,2,3.4206224729525796,1
761927,50,1,87,0,79,4,2,1,1210,0,2,3.4031107568936645,1
366939,12,0,9195,1,95,9,5,1,253,0,0,3.5200991713929755,1
612701,91,5,7975,1,37,7,5,1,181,0,0,3.365365885136101,1
477136,11,1,3031,1,46,17,0,0,1027,0,1,3.524897939573518,1
196716,88,0,8666,1,73,6,1,1,110,0,0,3.3160148130793936,1
739263,9,5,580,1,88,14,2,1,676,0,0,3.350764387401676,1
719905,25,1,9260,0,31,6,5,1,188,1,2,3.4505280107877154,1
397628,93,1,7534,1,37,6,5,1,66,1,0,3.4017741847060727,1
316121,1,5,2460,0,95,7,1,1,124,1,2,3.710736046748537,1
738092,3,5,4091,0,93,6,2,1,1167,1,2,3.5335806492861894,1
507524,84,1,5928,0,61,17,5,1,1092,1,2,3.3699689263259973,1
266744,11,4,9408,0,87,5,3,1,1114,0,2,3.4053721579458363,1
596623,96,5,8805,0,83,13,1,1,250,0,2,3.3970489766143523,1
798411,30,0,2259,0,79,3,0,0,922,0,1,3.393154371294239,1
634886,15,4,8930,0,69,16,5,1,1229,1,2,3.585207702528985,1
745218,94,2,9398,1,91,14,5,1,65,0,0,3.671269585440786,1
477639,1,5,8891,0,46,18,5,1,66,0,2,4.401234498218266,1
590798,83,5,2559,0,99,13,5,1,775,0,2,3.429657954005993,1
244850,87,0,322,0,93,7,2,1,253,1,2,3.4843481816894206,1
573868,96,5,2475,1,52,6,5,1,26,1,0,3.3944845761333746,1
167071,2,5,9003,0,38,6,0,0,617,1,1,3.428763808503041,1
360060,69,3,801,0,45,17,2,1,1010,1,2,3.361769628631408,1
866796,93,1,9842,0,41,6,0,0,45,1,1,3.5744217725798015,1
756588,56,0,8620,1,67,19,0,0,713,1,1,3.8523561253872933,1
916075,52,5,230,1,63,16,4,1,62,1,0,3.4697239392951618,1
242264,100,5,648,1,90,11,0,0,816,0,1,3.3870545129430045,1
808060,96,0,9490,1,35,7,1,1,1013,1,0,3.6579598787843244,1
119027,6,0,8662,1,32,8,4,1,99,0,0,3.5156083946397967,1
922319,100,4,9718,1,35,7,2,1,221,1,0,3.4176189821022755,1
373673,97,0,4202,0,47,13,5,1,1242,0,2,3.353095209702903,1
109350,8,5,6945,0,51,18,1,1,682,1,2,3.7875203924150713,1
407899,10,0,6911,0,90,7,5,1,166,1,2,3.336018512818853,1
569299,100,3,3335,0,37,14,1,1,1186,1,2,3.4100870631688514,1
859926,90,1,2404,0,45,5,0,0,1228,1,1,3.324337395595414,1
449492,94,0,8656,0,44,16,0,0,148,0,1,3.820770171107974,1
133871,36,4,980,0,80,16,1,1,1063,0,2,3.3703217171931157,1
712300,80,1,9859,1,83,16,3,1,213,1,0,3.4648183335570324,1
336769,76,0,9644,0,84,5,2,1,237,1,2,3.3811656178250393,1
274328,14,5,854,1,72,16,4,1,1081,0,0,3.5266170299851263,1
726621,16,5,401,1,73,18,1,1,1237,1,0,4.301710180798455,1
437346,100,5,8301,0,40,12,5,1,1034,0,2,3.393423741352408,1
393762,77,0,9167,1,39,5,3,1,60,0,0,3.5089810256888017,1
507811,84,0,4861,1,44,17,0,0,1043,0,1,3.637542449565124,1
912561,9,0,9579,1,77,8,1,1,1231,1,0,3.4784383444228304,1
363746,47,1,499,0,80,16,0,0,111,0,1,3.4400613141237883,1
322037,14,5,9382,0,35,10,0,0,1116,0,1,3.424651432522742,1
843817,0,4,9170,0,33,6,4,1,396,0,2,3.382673900843326,1
719290,52,1,439,1,55,16,1,1,1101,0,0,3.3323286593154484,1
311412,85,1,1891,1,97,7,1,1,14,0,0,3.590676286073923,1
567549,80,4,587,1,89,6,1,1,1229,1,0,3.551300736548639,1
696200,91,0,8237,1,88,8,5,1,1243,0,0,3.537468153194854,1
180193,10,5,5119,0,34,5,5,1,410,0,2,3.381276777573132,1
364078,28,0,871,0,39,7,5,1,126,0,2,3.321528436501297,1
989633,88,0,8114,0,80,15,1,1,156,0,2,3.5133678584770567,1
116671,64,4,3239,0,35,17,2,1,192,0,2,3.4634843118779783,1
979757,92,3,9683,0,99,10,5,1,1078,0,2,3.558165526777192,1
877933,1,0,8969,1,81,15,2,1,1021,1,0,3.591104288645501,1
914482,99,5,9331,1,83,7,5,1,693,1,0,3.324628049914017,1
708050,93,5,1662,1,83,6,5,1,1037,1,0,3.392465679508982,1
553615,1,5,2413,1,94,13,2,1,86,1,0,3.621645773394087,1
801587,33,1,2746,1,92,5,0,0,1194,1,1,3.3185463929931944,1
489756,66,0,446,0,93,6,3,1,1023,0,2,3.358018310300059,1
593879,35,0,8902,0,101,7,3,1,1189,0,2,3.611263719508897,1
862387,19,4,9584,1,94,6,2,1,1077,1,0,3.423691533350648,1
375183,97,0,915,0,43,12,2,1,111,1,2,3.3362428432527382,1
933748,20,3,9078,1,93,5,0,0,1034,0,1,3.3896439340703974,1
969713,100,1,4018,0,99,15,5,1,551,0,2,3.6469143770716994,1
921766,45,3,4345,1,94,18,4,1,616,1,0,3.4578217761452414,1
406249,91,0,671,0,40,15,0,0,24,0,1,3.9002683703381713,1
226831,57,0,1873,1,58,4,5,1,1168,1,0,3.326277412359469,1
361011,62,1,9597,0,69,17,5,1,929,0,2,3.4317419914536273,1
463894,74,5,6606,0,33,14,5,1,115,1,2,3.432925511821518,1
144269,90,4,5202,1,41,5,5,1,1238,1,0,3.362376202650325,1
479722,77,2,1163,1,78,16,1,1,1076,1,0,3.3180547657835127,1
371102,23,0,2618,1,101,12,5,1,1239,1,0,3.742597873121641,1
408096,99,0,954,1,63,6,5,1,2,0,0,3.5983421502776225,1
945336,95,5,990,1,72,7,1,1,1203,0,0,3.408240417305646,1
484479,56,2,2369,1,95,17,0,0,1109,0,1,3.6941406648355657,1
769221,74,1,8701,1,46,4,1,1,1168,0,0,3.4283569449993214,1
303294,89,0,1349,1,75,16,5,1,1229,1,0,3.843234225893287,1
718385,98,5,6390,1,94,8,3,1,1174,0,0,3.377219563173572,1
378201,13,0,1354,0,84,20,2,1,111,0,2,4.638260777475598,1
619946,0,5,7422,1,88,9,0,0,61,1,1,3.4160350594643694,1
694763,16,5,9554,0,86,15,3,1,44,1,2,3.704021415492502,1
397087,29,1,7548,1,76,18,0,0,357,1,1,3.4909483665190604,1
222069,21,5,5598,0,32,17,0,0,381,1,1,3.771937185432504,1
648196,7,5,9606,0,78,9,5,1,1148,0,2,3.356573871802462,1
506888,66,5,9824,1,35,15,1,1,479,1,0,3.5638497229282664,1
585693,87,4,153,1,89,7,5,1,171,0,0,3.4028049067438113,1
419813,0,4,6859,1,39,14,0,0,37,1,1,3.463771096139029,1
705736,0,5,3158,0,39,11,1,1,1241,0,2,3.456672359936453,1
336458,6,0,7727,1,84,15,2,1,108,1,0,3.547711715721506,1
550957,96,2,5068,0,35,16,2,1,295,0,2,3.324730506128091,1
626043,39,2,139,1,82,16,0,0,47,1,1,3.535706538040243,1
589408,0,5,6521,1,46,15,2,1,1207,0,0,3.5300671201832796,1
640154,84,5,625,1,43,13,1,1,1173,1,0,3.4707344685644963,1
490733,93,5,7491,0,77,6,5,1,1160,0,2,3.33162174615542,1
711723,33,5,8765,1,84,6,5,1,20,1,0,3.421405337563321,1
550472,7,5,9618,0,29,8,2,1,333,1,2,3.5195824266689293,1
169445,1,3,931,0,87,13,3,1,1231,1,2,3.3288597387850762,1
305487,7,0,1175,0,57,15,3,1,113,0,2,3.367960301622029,1
223195,86,4,416,0,33,17,1,1,85,0,2,4.2075661781140115,1
217394,90,5,9674,1,39,16,5,1,297,1,0,3.9120127463239864,1
358853,16,4,9,0,91,7,5,1,290,0,2,3.352007823174818,1
446683,0,5,27,1,48,7,1,1,195,0,0,3.5349571381799096,1
155519,62,5,9949,0,75,16,4,1,865,0,2,3.329577348060926,1
520104,89,2,9395,1,104,13,3,1,464,1,0,3.454117574695658,1
617013,48,1,8948,1,86,15,1,1,1160,1,0,3.38644293663756,1
988214,73,2,9625,0,49,17,0,0,645,0,1,3.3302030260572093,1
686310,83,0,189,1,76,16,5,1,81,1,0,3.8673569990294063,1
828989,7,1,7455,0,39,6,5,1,1196,1,2,3.359528179314429,1
374743,41,4,325,1,40,16,5,1,602,1,0,3.340404359603573,1
603128,97,4,6010,0,93,7,5,1,26,1,2,3.4574916901051367,1
704671,78,4,91,1,78,4,0,0,14,0,1,3.6270441137323486,1
667046,54,0,530,0,84,15,3,1,1157,1,2,3.405023654439426,1
522775,4,5,9553,1,60,6,0,0,72,1,1,3.495369346753197,1
350681,34,5,7021,0,36,15,4,1,1230,0,2,3.4397134210595657,1
164611,79,0,6379,1,100,6,1,1,319,1,0,3.5138429473818964,1
367849,31,0,226,0,74,15,3,1,1193,1,2,3.3799251821139102,1
517415,22,2,7375,0,85,18,0,0,1049,1,1,3.7135501864812204,1
299411,9,5,8529,1,40,16,3,1,1167,0,0,3.7716744028147775,1
810348,64,3,8298,0,102,7,1,1,157,0,2,3.3623467235055244,1
715457,46,1,1232,1,35,18,3,1,246,1,0,3.769313570677469,1
807411,88,5,9104,0,58,7,5,1,1226,1,2,3.32063514027261,1
529669,12,5,9567,1,86,7,1,1,197,1,0,3.473352545385765,1
191740,92,4,9700,1,82,7,5,1,83,0,0,3.3765454282993383,1
909602,83,0,8632,0,38,6,5,1,1034,1,2,3.4101557592128553,1
404777,100,0,1554,1,36,12,0,0,884,0,1,3.350349523552981,1
138319,0,4,9015,0,91,8,1,1,100,0,2,3.527180206139587,1
672827,56,0,1723,1,98,6,0,0,886,1,1,3.348675959216124,1
442152,13,0,1232,0,47,14,5,1,1137,0,2,3.4354620867310524,1
628942,28,5,9762,0,87,7,1,1,1171,1,2,3.4902387234987455,1
547889,2,2,263,0,85,11,5,1,1205,1,2,3.384771796827056,1
992425,11,1,1710,1,95,5,3,1,265,0,0,3.382789845642519,1
453620,89,5,4364,0,30,4,4,1,1129,1,2,3.7597099978466884,1
295049,42,5,2179,1,38,15,5,1,109,1,0,3.4442815270940748,1
335146,78,4,405,1,39,6,2,1,21,1,0,3.32379315551812,1
624585,91,5,8499,1,88,17,5,1,645,1,0,3.9155761294140974,1
345324,91,1,1877,0,28,13,0,0,1095,0,1,3.5021601631502914,1
631951,5,0,4874,1,101,14,1,1,140,0,0,3.902702104717055,1
942744,8,3,7057,1,100,8,1,1,1127,1,0,3.402164775070657,1
972895,93,0,2508,0,40,5,2,1,1001,1,2,3.3318935079639274,1
125391,87,4,8869,0,90,6,5,1,219,0,2,3.3598989248746713,1
716265,73,1,7666,0,81,17,5,1,115,1,2,3.594605910350644,1
260819,73,2,7818,1,37,16,1,1,90,1,0,3.4789363069736687,1
569972,19,1,6844,0,44,18,1,1,151,0,2,3.806646007040041,1
941549,11,0,9127,0,35,14,5,1,594,0,2,3.4962362990453415,1
965646,0,5,9061,1,50,10,1,1,104,0,0,3.3295630561247433,1
126093,16,5,9864,0,36,11,1,1,1171,1,2,3.571069882534963,1
368558,7,3,7548,0,39,16,1,1,766,1,2,3.32541558129379,1
903792,91,5,7373,0,83,15,3,1,1104,1,2,3.3529836793125796,1
248975,92,0,7327,1,45,6,0,0,1236,0,1,3.401907546600074,1
801532,97,1,6544,0,84,16,3,1,1194,1,2,3.5116119697391497,1
725468,24,3,3561,0,37,17,5,1,274,1,2,3.448233230840205,1
916553,96,0,295,0,37,6,4,1,415,0,2,3.4824436081282895,1
597710,39,3,1139,0,55,19,0,0,407,0,1,3.6765855233248312,1
150508,29,0,3587,0,29,13,1,1,1129,1,2,3.401738983471106,1
911942,89,5,8368,0,100,13,4,1,852,0,2,3.5192529791810805,1
731893,7,1,936,0,32,12,1,1,987,1,2,3.3626966752101586,1
554654,10,5,2717,1,47,16,1,1,178,0,0,3.585981736986577,1
686482,26,0,8335,1,34,17,5,1,489,1,0,3.8392572514411776,1
740385,87,0,8159,1,35,14,3,1,1158,1,0,3.470564881119761,1
890992,71,1,6624,1,95,15,3,1,33,0,0,3.363944183476008,1
676346,87,4,489,0,39,16,1,1,1136,1,2,3.839652541894891,1
773813,39,0,7644,0,42,17,3,1,1050,1,2,3.48206175771492,1
780484,89,5,3415,1,63,17,0,0,990,1,1,3.5070006425167204,1
471141,23,1,8902,0,88,16,1,1,723,0,2,3.426246494114771,1
898984,13,2,8773,0,103,10,1,1,1047,1,2,3.484062948111896,1
578739,2,4,16,0,34,5,0,0,125,0,1,3.887574774755812,1
956096,10,5,1055,1,38,16,3,1,185,0,0,3.7419846930508287,1
526443,7,0,321,1,38,10,1,1,389,1,0,3.3174432225463297,1
815852,84,4,3675,1,41,16,3,1,1234,0,0,3.36952632046582,1
749496,89,4,3782,1,97,7,4,1,18,1,0,3.3365701460283606,1
756216,100,0,9581,0,43,12,2,1,46,1,2,3.5405860590720764,1
430108,58,1,605,1,101,8,4,1,1224,1,0,3.4830706746258158,1
554055,84,1,7312,0,63,19,0,0,715,1,1,3.7077946446769157,1
378054,60,4,9932,0,85,15,3,1,7,0,2,3.42652074658519,1
122046,1,1,5030,0,90,15,2,1,204,1,2,3.343552602676458,1
554406,81,5,2203,1,69,17,1,1,274,1,0,3.5554136699253744,1
362042,5,5,6147,0,95,15,2,1,444,1,2,3.4986003935651957,1
609258,79,2,45,1,89,5,5,1,295,1,0,3.386975099060685,1
405113,4,0,3327,0,80,5,0,0,1104,0,1,3.3906656420233685,1
579241,9,2,4839,0,41,18,1,1,628,1,2,3.5994338226896403,1
902208,91,5,9986,0,89,9,4,1,32,0,2,3.5786283501556424,1
537474,4,4,2174,0,75,17,4,1,206,0,2,3.532907073027598,1
367018,1,5,6302,0,41,7,1,1,1135,1,2,3.3359087082995282,1
187308,74,0,9016,1,70,18,1,1,341,1,0,3.8499791680980078,1
563528,31,5,1422,1,92,5,3,1,214,0,0,3.3520460181898124,1
853748,10,3,1409,0,101,11,0,0,154,0,1,3.429561094408775,1
927100,19,0,9670,1,37,6,5,1,427,0,0,3.4233843739139496,1
199444,29,4,4587,0,28,6,0,0,1200,1,1,3.3147894231218356,1
243093,93,0,162,0,43,9,2,1,59,1,2,3.3856029381025636,1
494732,80,1,884,1,56,16,3,1,1226,1,0,3.360427497307781,1
333110,98,2,9493,0,46,14,1,1,1197,1,2,3.492484879019765,1
155654,89,0,1442,0,93,9,3,1,103,0,2,3.3250749966395645,1
766377,7,0,2814,1,46,16,5,1,1211,1,0,3.797937057117639,1
508735,96,3,7230,0,96,14,1,1,35,0,2,3.6576287178867495,1
438728,0,0,7708,0,47,15,4,1,51,0,2,3.587298651989152,1
859888,95,0,8474,0,62,5,1,1,999,0,2,3.337788501180532,1
289455,97,5,9769,0,99,9,5,1,800,0,2,3.749330645290407,1
230611,6,4,9942,1,46,16,3,1,962,1,0,3.516229461215488,1
984049,73,5,327,1,54,15,0,0,1129,1,1,3.431233366639679,1
782299,4,5,9496,0,93,11,4,1,999,1,2,3.466925133624449,1
743902,38,5,9379,1,33,7,1,1,1173,1,0,3.530144725999282,1
819857,2,2,9983,0,88,7,2,1,15,0,2,3.4999816301747684,1
786064,92,0,9316,1,49,16,2,1,64,1,0,3.7930575209071975,1
919490,6,5,2556,0,98,14,1,1,869,1,2,3.6856082702580117,1
188952,34,0,1433,1,75,17,3,1,86,0,0,3.578365258209583,1
923385,34,3,3464,0,90,19,0,0,1179,0,1,4.0816838138511535,1
941168,4,0,6145,0,71,4,1,1,1134,0,2,3.5093897429526266,1
309614,44,0,8446,1,65,17,0,0,297,0,1,3.403481199554689,1
695761,2,1,442,1,36,17,4,1,148,1,0,4.084186104786413,1
865760,26,0,1457,0,96,8,0,0,203,1,1,3.334617330739881,1
277191,90,5,8840,0,46,17,5,1,625,1,2,3.7730384110878092,1
416646,95,2,8369,1,105,10,4,1,299,0,0,3.410260856395079,1
813444,55,0,1402,0,29,6,5,1,1178,1,2,3.651629650010039,1
279862,86,0,8067,1,90,7,5,1,47,1,0,3.5268321375317284,1
606536,1,5,8254,0,35,14,2,1,262,1,2,3.522827165205969,1
829137,3,5,8518,0,66,14,0,0,31,0,1,3.4768508000263934,1
239810,48,3,871,1,91,17,1,1,356,1,0,3.612859031182137,1
521103,6,2,9377,1,86,5,5,1,1044,1,0,3.4877808481417034,1
752790,9,0,9259,0,57,5,2,1,68,1,2,3.4384380125435925,1
607964,1,0,5508,1,34,5,4,1,777,0,0,3.3572726769032677,1
918082,29,0,9665,1,83,12,5,1,1180,1,0,3.3467003694972015,1
371643,55,5,8009,0,99,18,1,1,937,0,2,4.250537928159974,1
184202,1,0,705,1,46,13,2,1,119,1,0,3.421023559330822,1
950097,100,4,6315,0,46,17,3,1,213,1,2,3.505102701155394,1
614904,60,0,166,0,47,15,1,1,957,0,2,3.3690156366745168,1
235480,22,0,9351,0,47,15,0,0,1021,0,1,3.4215641321396024,1
335067,76,3,306,0,90,18,4,1,473,1,2,3.82946636726473,1
267367,9,1,9637,0,42,14,0,0,975,1,1,3.319221700901334,1
829457,98,0,3003,1,71,4,2,1,1116,0,0,3.430849372924175,1
829825,55,5,155,1,42,17,2,1,246,1,0,3.7353929047300953,1
689874,5,0,5453,0,94,13,1,1,104,0,2,3.577048911847785,1
510581,13,1,4000,0,43,17,5,1,886,0,2,3.441639163815695,1
609338,1,0,1981,1,88,14,2,1,493,0,0,3.317690016087425,1
276618,97,5,255,1,50,7,5,1,962,1,0,3.33570200418542,1
332228,0,5,818,1,48,7,4,1,129,0,0,3.3238035120470055,1
858521,99,4,8458,0,59,17,0,0,31,0,1,3.8544720608749206,1
162959,86,1,9880,1,37,14,1,1,1233,0,0,3.7284275766710304,1
359007,8,4,8981,1,40,5,2,1,1063,0,0,3.343297022161335,1
597883,35,5,1366,0,104,6,0,0,586,1,1,3.5898770670591964,1
412664,27,5,5379,1,98,7,4,1,54,1,0,3.334422466997625,1
140253,35,1,7784,0,89,17,2,1,489,1,2,3.3238885236282223,1
544576,72,3,3218,1,68,17,1,1,10,1,0,3.377148978132167,1
624264,5,2,1739,1,78,16,0,0,257,1,1,3.3419803529356713,1
534218,92,2,9813,1,34,10,1,1,125,1,0,3.355093369409184,1
850468,64,5,8502,0,35,14,4,1,84,1,2,3.3613467301141764,1
976971,9,4,3261,1,33,5,0,0,1078,1,1,3.412701997937195,1
509206,92,5,196,1,89,7,0,0,956,1,1,3.4926613086844127,1
735581,99,0,5644,0,32,15,2,1,846,0,2,3.516148647430076,1
774912,36,5,445,1,42,6,0,0,1195,1,1,3.4079913281466063,1
