user_id,retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days,bot_label,cluster,anomaly_score,is_anomaly
105383,46,4,7074,0,70,12,2,1,1196,0,2,2.2147363307710086,0
744296,44,4,1910,0,68,10,3,1,113,1,2,2.019112104496276,0
332454,10,4,415,1,77,15,2,1,918,0,0,3.1751670940730072,0
281416,23,4,6001,1,42,15,0,0,1179,0,1,3.1483652973111096,0
552441,28,3,1723,0,36,10,4,1,854,1,2,2.3031078597982266,0
950576,43,1,2461,0,48,13,1,1,173,0,2,2.5524250067171566,0
608641,3,1,5049,1,84,12,2,1,449,1,0,2.4967675124192117,0
835839,86,5,1385,1,60,7,5,1,309,1,0,2.868926657889697,0
593237,8,2,7760,1,66,12,5,1,1222,0,0,2.7987473943594807,0
107084,71,2,1639,0,79,12,5,1,1040,1,2,2.496844029382359,0
303633,89,1,2309,0,88,12,3,1,931,1,2,2.667438838706759,0
598545,10,0,51,1,47,10,0,0,691,0,1,2.9928268363159867,0
469564,59,5,1918,1,70,7,1,1,69,1,0,2.860662322213172,0
913533,97,2,3028,1,53,6,0,0,92,0,1,2.8839045132866077,0
301182,70,5,2560,0,52,8,4,1,1123,0,2,2.5252706436821954,0
455069,88,4,4914,0,76,10,0,0,718,0,1,2.0346190447313255,0
786663,6,0,4710,0,41,9,1,1,652,1,2,2.753208575420565,0
788887,25,5,3056,0,57,7,2,1,970,0,2,2.3651469486530385,0
172922,69,1,7828,0,71,9,1,1,829,0,2,2.0473311625216644,0
975248,81,0,7844,0,75,11,2,1,176,0,2,2.624580940262001,0
445071,71,3,4182,0,79,14,1,1,826,1,2,2.3244557980367326,0
162555,71,1,2230,0,66,12,1,1,1062,1,2,2.3802732453178725,0
700151,57,5,1120,0,72,13,0,0,660,0,1,2.550047140130024,0
596289,99,1,225,1,55,7,0,0,1031,1,1,3.1125570385855523,0
713064,86,3,9114,0,71,14,3,1,556,1,2,2.451579723462922,0
265775,28,4,194,1,70,10,0,0,1202,0,1,2.8045049950093417,0
446708,58,0,7723,1,72,7,2,1,695,1,0,2.191231594223052,0
123595,34,2,3898,1,87,8,2,1,1140,1,0,2.3530341512764803,0
604212,37,2,5368,1,68,6,3,1,75,1,0,2.1013755734291975,0
868723,4,3,9940,0,56,7,4,1,257,1,2,2.8201870729754215,0
654767,57,4,7005,0,54,7,0,0,53,1,1,2.4509926667946917,0
890737,93,4,9784,1,43,12,1,1,967,0,0,3.154793284440536,0
655941,8,0,7889,0,41,14,1,1,1022,1,2,3.399616682872035,1
632393,30,1,3370,0,72,10,2,1,826,0,2,1.5928669317331243,0
884365,37,0,8427,1,61,7,0,0,721,0,1,2.4047546913947917,0
823120,74,2,5051,1,72,14,2,1,471,1,0,1.9134200233626781,0
552971,21,5,3898,0,64,9,4,1,333,0,2,2.081083197113037,0
433484,62,3,7586,0,43,11,4,1,436,1,2,1.8082714846629981,0
393090,58,4,3745,1,42,7,4,1,133,1,0,2.3781871757605058,0
488569,90,5,987,1,38,11,4,1,612,1,0,2.9355849803823406,0
664797,20,3,4248,0,64,8,1,1,623,1,2,1.7147631209616638,0
209150,56,3,6272,0,49,14,4,1,164,1,2,2.243776584127717,0
625311,0,5,7444,1,49,9,5,1,218,0,0,3.0244981352514446,0
261949,98,4,3267,1,78,7,3,1,998,1,0,2.5853317427757756,0
975759,55,4,7220,1,81,13,2,1,1099,0,0,2.4324095122791736,0
812820,76,2,5312,1,64,8,1,1,704,0,0,1.6483761041196816,0
175102,92,5,5758,0,75,13,4,1,511,1,2,2.547556718546072,0
251720,5,3,2283,1,78,9,3,1,1140,0,0,2.5229116220372863,0
105124,17,3,6652,0,58,6,0,0,172,0,1,2.457985725065132,0
430675,28,5,2120,0,77,11,1,1,1125,0,2,2.810284603704719,0
783601,85,3,7910,1,53,7,2,1,218,0,0,2.324290109521456,0
489080,52,5,9599,0,65,13,2,1,880,1,2,2.594889220151879,0
375266,83,3,977,0,80,10,3,1,576,1,2,2.1138355331620935,0
425989,28,4,1984,1,71,6,4,1,969,0,0,2.3718044185459073,0
911306,8,3,9401,1,34,7,0,0,883,1,1,3.1666349251352757,0
786471,0,2,3521,1,52,13,1,1,1161,0,0,2.9166639406865404,0
541230,89,2,6498,1,85,8,3,1,1079,0,0,2.4481000363882353,0
979072,35,1,6757,0,99,9,5,1,542,0,2,2.7915316963518633,0
863236,86,3,8534,0,38,5,0,0,666,0,1,3.008595250358327,0
958231,39,5,842,0,37,10,2,1,338,1,2,2.782812906206171,0
290093,86,2,8708,1,77,8,5,1,391,1,0,2.490470815862614,0
904320,43,0,5186,1,58,14,5,1,468,0,0,2.429878457292475,0
918228,89,5,4960,0,83,10,2,1,902,0,2,2.529310441298909,0
556584,44,4,6622,0,58,6,4,1,341,0,2,1.9626089968034175,0
657236,45,5,91,1,44,9,1,1,762,0,0,2.8097102923351747,0
186382,91,3,400,0,47,14,0,0,614,1,1,2.9259026750856614,0
834207,97,3,8861,0,54,16,1,1,532,0,2,3.2666703110562545,0
705093,30,2,766,0,57,9,0,0,421,1,1,2.054564657627992,0
402143,25,1,6675,0,76,13,5,1,208,0,2,2.5297266525992512,0
540118,92,0,1743,0,68,7,2,1,6,0,2,3.1352068619104005,0
105179,3,0,9348,1,101,13,3,1,543,1,0,3.7109501502758757,1
868659,56,2,7622,0,34,12,2,1,13,1,2,2.784569059517321,0
694805,35,3,3162,1,87,8,1,1,636,0,0,2.1714308522930628,0
121978,9,1,8542,1,36,12,5,1,739,1,0,2.9878554449729955,0
633215,34,3,8483,0,52,6,3,1,711,1,2,2.0001929044710116,0
975822,65,3,8527,1,50,13,5,1,250,0,0,2.45768113999525,0
271872,39,4,4814,1,68,12,2,1,285,1,0,1.6684402777403058,0
433950,92,5,5995,0,94,10,0,0,195,1,1,3.20862738902793,0
593803,91,1,9921,0,89,9,5,1,139,1,2,3.394863521268168,1
236318,34,5,1748,1,63,9,4,1,1157,0,0,2.506271293313523,0
622010,52,2,8353,1,46,14,5,1,284,0,0,2.5995684359478886,0
443899,19,4,1966,1,66,9,5,1,681,1,0,2.11809149099696,0
313627,97,0,732,1,47,10,2,1,629,0,0,2.860671301379918,0
587424,20,5,8483,0,79,16,0,0,589,1,1,3.342445146002524,1
187246,87,3,1918,1,54,7,1,1,849,1,0,2.403361672508559,0
644545,51,0,2540,0,58,10,5,1,1137,0,2,2.5227891143496017,0
986495,65,1,7712,0,41,10,3,1,835,0,2,2.0011157065975764,0
763466,73,0,4440,0,58,9,5,1,966,1,2,2.2918948995826813,0
995441,51,5,823,1,44,11,2,1,117,1,0,2.8156517519117905,0
320912,11,2,2197,0,72,8,1,1,1063,1,2,2.518715392151817,0
219810,92,1,4189,1,81,6,3,1,1086,1,0,2.7448942225405917,0
654970,25,2,7442,1,70,10,0,0,422,0,1,1.7571110475733356,0
227157,6,4,9362,0,67,7,3,1,624,1,2,2.509653851662604,0
925810,10,1,6976,0,48,10,4,1,540,0,2,2.0743119865306454,0
565871,14,1,8902,1,72,8,1,1,1211,1,0,2.989917929289786,0
759323,76,0,7346,0,76,10,1,1,830,1,2,2.443877052276585,0
891728,72,0,3183,1,63,11,3,1,16,1,0,2.4734201504079394,0
266330,35,3,9422,1,70,6,1,1,1047,1,0,2.719289231076452,0
292191,89,3,1800,0,52,11,1,1,829,1,2,2.3210592706328077,0
816187,89,2,5759,0,76,6,4,1,60,0,2,2.6660680910734618,0
620605,2,2,9113,1,57,14,5,1,95,1,0,3.243483450101108,0
853439,100,2,8759,1,57,13,3,1,867,0,0,2.5490818918613853,0
898158,44,3,6315,0,88,9,5,1,723,0,2,2.057537526739539,0
400856,18,1,9649,0,45,6,5,1,806,1,2,3.006110142551467,0
251579,73,1,8997,0,40,8,2,1,111,1,2,2.8228589199175165,0
992703,86,5,8550,1,44,13,2,1,1063,1,0,3.0735068072433127,0
210091,70,3,6598,1,50,11,4,1,761,1,0,1.444803984997896,0
529925,64,4,6411,0,68,12,0,0,402,0,1,1.8121495542287327,0
414325,65,3,2560,0,95,11,3,1,1045,0,2,2.5419796297150588,0
588159,6,5,2427,1,67,5,0,0,688,0,1,2.996019147362139,0
866255,92,1,6811,1,73,13,4,1,5,1,0,2.8470945852371883,0
474538,57,5,7495,1,36,9,4,1,156,1,0,2.756633136974268,0
625709,39,2,2415,1,62,14,1,1,1029,1,0,2.394124889405035,0
929996,83,3,7270,0,67,6,0,0,455,0,1,2.2174729037544734,0
621277,41,0,4225,0,78,12,4,1,135,0,2,2.4370477848871923,0
414075,55,5,3614,1,67,10,2,1,1048,1,0,2.0433863071829266,0
992789,81,4,1635,1,52,10,0,0,1057,0,1,2.469736880992144,0
415672,76,1,4522,0,72,6,2,1,1138,0,2,2.4470757499215154,0
528303,16,3,6963,0,67,12,0,0,945,1,1,2.088205740511676,0
201440,18,4,6403,1,59,13,5,1,291,0,0,2.3732065392463553,0
893920,9,3,8380,0,53,13,2,1,1042,1,2,2.573020332316109,0
461665,25,3,5069,0,57,7,3,1,905,1,2,1.5630993379253442,0
191663,95,1,2891,0,74,13,5,1,1106,0,2,2.9225413503728124,0
176832,43,3,8483,0,36,6,1,1,316,1,2,2.8270641872419393,0
308851,88,2,4470,1,92,9,2,1,70,0,0,2.7880919648945928,0
847924,77,4,8561,1,86,13,4,1,480,1,0,2.616605161124361,0
175139,43,1,8950,0,40,8,1,1,627,0,2,2.5180417222740856,0
843797,70,1,4062,1,55,13,3,1,940,0,0,1.8793221270212712,0
874451,78,2,4405,1,54,10,3,1,611,1,0,1.1493630087526416,0
226267,55,2,5768,1,74,8,3,1,660,1,0,1.0364663338846483,0
114999,7,2,4304,0,42,12,4,1,299,0,2,2.363636260602092,0
903576,5,1,7430,1,77,8,2,1,835,1,0,2.3996253546182444,0
663374,10,3,4748,1,45,9,0,0,788,0,1,2.1093901694352764,0
375947,3,5,5111,1,71,16,4,1,732,0,0,3.141277204532893,0
759961,69,4,4304,0,79,9,5,1,944,0,2,2.1169186918392597,0
827904,73,0,2816,0,71,6,0,0,240,0,1,2.7132752842941055,0
841228,16,0,2535,1,74,7,2,1,663,0,0,2.456753023081291,0
598627,4,5,1564,0,66,11,0,0,93,1,1,3.0708148652652274,0
558061,72,2,6742,0,81,11,4,1,106,0,2,2.2040670315513156,0
681701,93,3,8105,1,46,13,2,1,1094,1,0,2.7692878368829215,0
982892,59,1,7846,1,59,8,0,0,880,1,1,1.946144463304972,0
577040,51,4,2476,0,86,8,2,1,245,1,2,2.3181064249838883,0
676804,96,0,2918,1,54,16,4,1,506,0,0,3.215368675518867,0
764693,48,4,3200,0,81,12,5,1,524,1,2,2.1025311056436977,0
736369,95,3,2073,1,55,5,2,1,246,0,0,2.7943685904722906,0
539876,31,0,4729,1,77,11,4,1,868,0,0,2.086287886457457,0
803114,36,5,5375,1,60,16,0,0,629,1,1,2.817931245868609,0
529620,86,5,2553,0,81,14,1,1,169,0,2,3.262068789042209,0
995013,14,4,543,0,91,13,5,1,946,0,2,3.315841205437692,1
577551,83,2,4567,0,43,8,5,1,73,0,2,2.6308207831301877,0
839022,31,3,2212,1,51,6,4,1,236,0,0,2.258046079276872,0
580678,65,2,2631,1,48,14,2,1,118,1,0,2.478498506077804,0
479464,72,2,1423,0,61,11,5,1,250,1,2,2.2010994369909276,0
452177,97,2,6542,0,69,9,5,1,234,0,2,2.401833833669353,0
230868,60,3,6160,0,46,9,4,1,37,0,2,2.112037668066549,0
507394,73,4,6635,0,66,10,3,1,735,1,2,1.363027251181856,0
980557,28,3,2902,0,84,7,3,1,416,1,2,2.0271751115077383,0
104697,99,1,7208,0,57,11,4,1,63,1,2,2.694999630261201,0
992934,98,5,8423,1,81,13,1,1,688,1,0,3.174778611173971,0
557867,62,5,2421,0,53,5,3,1,1048,1,2,2.74169458619998,0
942666,31,4,8085,0,74,6,3,1,706,1,2,2.131270016644761,0
782468,80,1,9856,0,77,9,5,1,791,0,2,2.669076228240155,0
627300,79,1,7284,0,57,11,5,1,899,1,2,2.156145890116656,0
373291,60,2,184,0,44,7,1,1,1184,0,2,2.994867731403687,0
403580,19,1,5686,1,72,10,3,1,874,1,0,1.6770970503511369,0
914454,32,0,1535,1,81,5,4,1,761,0,0,2.9049731990818435,0
779971,86,4,7236,1,48,9,0,0,679,0,1,2.188454532347124,0
506523,8,2,9318,0,36,7,1,1,151,0,2,3.3167010241343484,1
222497,47,3,6039,1,56,9,0,0,1005,0,1,1.6094171885907447,0
392905,42,0,7815,0,56,11,1,1,538,1,2,2.2194830083126096,0
907727,56,1,7525,0,38,5,4,1,1214,0,2,3.0878299722868268,0
382180,77,2,4463,1,50,15,2,1,123,0,0,2.636760306127992,0
267580,47,2,3551,0,82,7,1,1,332,0,2,2.161239589074383,0
913252,50,2,1762,1,44,9,1,1,1173,1,0,2.53012692985548,0
968082,97,2,6747,0,75,8,4,1,426,0,2,2.16081480310073,0
113232,49,4,4905,1,67,19,3,1,271,1,0,3.4073826103707034,1
296660,3,4,3321,0,69,13,0,0,885,0,1,2.56620256958236,0
736553,65,3,3744,0,56,6,0,0,1220,0,1,2.4639329401118633,0
544513,81,0,5477,0,49,10,0,0,136,1,1,2.6142585417163926,0
299510,86,3,5227,1,98,11,2,1,828,0,0,2.658876112039276,0
783572,62,4,9421,1,57,4,2,1,699,1,0,2.781926115217514,0
465144,48,3,3824,1,54,11,3,1,557,0,0,0.8430456365536007,0
875423,71,2,6219,1,71,5,0,0,767,0,1,2.200660909294718,0
497045,78,1,2792,1,52,12,3,1,455,0,0,1.8621022621948753,0
123290,85,4,8955,0,60,16,3,1,381,1,2,3.0099736041279432,0
805444,88,0,3565,0,44,15,3,1,707,1,2,2.9314206897363304,0
571592,79,1,990,1,51,14,3,1,898,1,0,2.6109379731628937,0
818189,27,3,5343,0,53,11,3,1,1168,1,2,1.8659552744237924,0
333908,18,0,4711,0,37,12,5,1,275,1,2,2.940920867476874,0
666121,31,3,7164,1,48,15,4,1,359,1,0,2.4221556523370458,0
896227,6,0,5996,1,70,8,1,1,466,1,0,2.597154407781206,0
883667,44,1,3304,1,38,13,2,1,789,0,0,2.2682710857976502,0
187192,62,1,939,1,48,14,4,1,35,0,0,2.956005449699487,0
881150,12,0,9606,1,80,9,0,0,851,1,1,3.0017580036445324,0
877474,0,0,7421,0,92,11,3,1,781,0,2,3.050860780897427,0
573830,83,5,1946,1,83,8,1,1,490,0,0,2.814886334049762,0
585862,19,5,7292,1,53,10,1,1,873,0,0,2.4675109043710624,0
780554,71,2,9954,0,48,12,5,1,243,1,2,2.724559581296398,0
138700,16,4,4451,1,75,10,1,1,0,1,0,2.6600205562480497,0
711691,45,5,9583,1,91,6,1,1,826,0,0,3.326963271792668,1
967819,90,2,7363,1,54,12,1,1,302,0,0,2.3750113367709154,0
448377,66,5,7025,0,75,10,3,1,1129,1,2,2.335350711949506,0
508187,90,1,3417,1,55,12,4,1,1240,1,0,2.644924927258126,0
241479,29,1,8448,0,47,6,3,1,1225,1,2,2.8419222419394683,0
207435,10,3,8556,0,66,6,1,1,417,0,2,2.6247035646958365,0
128235,98,5,8151,1,40,9,1,1,381,1,0,3.12814351974117,0
399371,99,1,6228,1,100,9,0,0,267,1,1,3.3015589678712187,0
749330,75,0,7407,0,37,8,5,1,1238,1,2,3.265999651232012,0
646528,1,5,6811,1,60,12,2,1,218,1,0,2.742707559740138,0
884942,83,5,8837,0,35,10,5,1,185,0,2,3.298181989557182,0
678998,48,2,547,0,76,7,1,1,528,0,2,2.3441790574246935,0
142955,62,5,1373,0,76,5,2,1,654,1,2,2.75470282856185,0
829799,38,4,9861,1,48,12,5,1,36,1,0,3.0208916762202023,0
564216,49,2,1947,0,95,16,4,1,833,1,2,3.1988398745555022,0
469994,26,1,8341,1,63,12,2,1,220,0,0,2.233203279785427,0
749565,17,5,2256,0,87,7,5,1,890,0,2,3.05412453772067,0
118226,94,5,1698,0,74,11,5,1,112,1,2,3.127344893947123,0
962871,76,3,2773,0,50,6,1,1,1186,1,2,2.7467545380196636,0
150720,11,4,7732,1,39,11,4,1,285,0,0,2.6217932840875027,0
252252,14,4,6242,1,39,13,5,1,1106,1,0,2.9758918280675526,0
857074,97,2,7321,1,69,8,2,1,200,1,0,2.3639634925310293,0
348345,67,5,5981,0,70,6,0,0,72,1,1,2.788051090101763,0
467653,11,1,3231,1,44,14,2,1,1160,1,0,2.9738908766622294,0
109243,52,0,1759,0,80,8,2,1,3,0,2,2.868401072454432,0
592202,3,4,7168,1,39,6,5,1,9,0,0,3.4514823505208114,1
915209,68,1,1945,1,75,9,0,0,756,0,1,2.001876116797116,0
556050,55,3,1518,1,82,13,1,1,638,1,0,2.348471276029682,0
762922,16,2,1876,1,70,8,0,0,328,1,1,2.206182806230846,0
512870,100,1,37,0,53,9,1,1,91,0,2,3.2675263172685924,0
192294,40,0,741,1,77,11,5,1,1009,1,0,2.8127718754964803,0
740350,81,0,4954,1,59,4,4,1,873,1,0,2.8472123923901638,0
377115,53,0,2408,1,46,7,3,1,41,1,0,2.7408303635540765,0
876385,62,2,2828,0,85,10,2,1,1029,1,2,2.068114756688619,0
130270,19,4,5657,1,69,12,4,1,1209,1,0,2.373692350599395,0
102576,77,5,7446,0,44,6,2,1,410,1,2,2.7160810180733796,0
558741,18,3,5399,0,52,13,1,1,377,1,2,2.1736000364551207,0
380229,45,2,7682,0,44,14,0,0,823,1,1,2.385240243821524,0
421319,5,3,3740,1,41,16,2,1,1196,0,0,3.4216471996064977,1
430561,32,3,1336,1,51,10,0,0,749,0,1,1.9295176216114374,0
132631,50,2,6316,0,42,11,1,1,629,0,2,1.84122748766106,0
703495,33,4,8617,1,70,12,4,1,695,0,0,1.9563109722969934,0
864096,97,0,4879,0,68,13,2,1,327,1,2,2.6623038813093953,0
768628,64,5,2202,1,84,9,0,0,42,1,1,2.935074074098756,0
894608,7,1,5749,1,51,7,3,1,59,0,0,2.6260372768332423,0
442723,46,1,1534,0,88,10,0,0,630,1,1,2.3582671409295575,0
814392,61,1,9357,0,42,7,4,1,81,0,2,2.884138927218986,0
509640,66,2,9452,0,48,10,3,1,762,0,2,1.9299679739263709,0
552104,100,4,7159,0,46,3,2,1,2,0,2,3.7443127856958327,1
723647,68,1,3436,0,59,12,5,1,988,0,2,2.113222281348021,0
315730,64,2,4050,1,56,13,5,1,367,1,0,1.9035354730573937,0
301271,98,0,1735,0,72,14,3,1,27,0,2,3.360003087440836,1
213946,69,2,5501,0,69,14,0,0,630,0,1,1.9357144217104942,0
360654,51,2,2213,1,44,9,4,1,558,0,0,1.6527007063718397,0
516754,87,5,4323,0,49,9,4,1,922,0,2,2.3653714567431257,0
931911,86,3,4797,1,83,8,5,1,455,1,0,2.256338950005005,0
659487,49,1,448,1,58,13,1,1,306,0,0,2.585173504763098,0
505940,56,5,1428,0,53,8,1,1,258,1,2,2.6128723650220507,0
689413,45,3,426,1,45,6,1,1,480,1,0,2.6414489582525356,0
590539,90,4,2324,0,88,12,5,1,78,0,2,3.1836415508444604,0
621570,16,5,9214,0,38,11,1,1,398,0,2,3.1248760552535177,0
408341,44,0,9728,0,55,7,2,1,460,1,2,2.5627848596574743,0
971083,28,2,5823,0,40,9,1,1,434,0,2,2.080320217544697,0
141492,79,2,3896,0,48,6,0,0,1058,1,1,2.471424642107192,0
498089,65,3,265,0,72,7,3,1,921,0,2,2.231196551215784,0
327584,91,3,7128,1,61,14,4,1,1008,0,0,2.476246898040392,0
443956,7,4,380,0,40,13,5,1,617,1,2,3.153371333373308,0
968438,2,5,1829,0,60,10,3,1,118,1,2,2.8328510604361754,0
237720,34,1,1906,1,69,8,2,1,572,1,0,1.7731339743884842,0
219604,42,0,1429,1,81,9,2,1,962,0,0,2.5195744927072834,0
579966,11,2,5587,1,57,12,3,1,965,1,0,1.8734054068108468,0
168028,84,3,1816,0,88,6,3,1,1136,1,2,2.9585822706800116,0
749430,79,0,9602,1,40,7,4,1,72,0,0,3.345464912585044,1
700283,23,5,8777,1,73,15,2,1,998,1,0,3.111148936574802,0
579731,45,2,9287,1,80,7,1,1,746,1,0,2.4302737214461354,0
921731,82,1,9453,1,82,13,3,1,499,1,0,2.66409702825633,0
589209,2,0,1407,0,59,5,2,1,1155,1,2,3.4108799956508924,1
457809,58,2,6097,1,73,5,2,1,1098,1,0,2.347146883061149,0
979670,59,0,1188,1,53,15,5,1,555,0,0,2.978849090072467,0
207847,29,4,9695,0,67,8,2,1,705,0,2,2.1834347337549374,0
715999,85,2,6812,0,79,9,0,0,1200,1,1,2.5447360824175624,0
895451,39,0,4794,0,86,13,5,1,920,0,2,2.7475086916944944,0
636309,4,4,5258,1,78,5,2,1,120,1,0,3.019648267113877,0
787769,0,0,7872,1,59,5,0,0,441,1,1,3.1798783135467072,0
382837,86,3,6187,1,90,12,0,0,503,0,1,2.484282035372114,0
473239,88,1,8683,0,47,10,4,1,1069,0,2,2.6261375184610016,0
537167,32,5,7792,1,42,11,3,1,333,0,0,2.4089099675972263,0
845140,76,3,6669,1,56,13,2,1,382,0,0,1.8280216722752045,0
902756,79,1,7709,1,61,16,2,1,1173,0,0,3.1345040716398036,0
131809,54,2,4786,0,76,6,0,0,917,1,1,2.0144014820357374,0
205329,59,3,4180,1,82,11,1,1,694,1,0,1.796723536031817,0
660327,24,4,7010,1,84,7,0,0,235,1,1,2.6065380347627736,0
171310,30,0,3748,0,83,8,1,1,1242,1,2,3.000275228287644,0
333651,35,3,7016,1,78,7,1,1,386,1,0,2.111207188704749,0
648159,61,4,115,1,55,7,3,1,138,0,0,2.583581263012808,0
468781,27,5,7526,0,58,9,0,0,1114,0,1,2.5570682105788003,0
583667,69,5,4436,1,40,8,4,1,694,0,0,2.2781541005680426,0
861157,59,5,8800,1,61,6,1,1,819,1,0,2.7088626502832485,0
917783,78,0,8443,0,76,9,2,1,1223,0,2,2.8881971630866246,0
966410,53,2,6152,0,42,9,1,1,597,1,2,1.807940113151328,0
701255,15,4,326,1,68,14,2,1,474,1,0,2.7350412841378087,0
330446,72,5,2386,1,41,8,2,1,470,1,0,2.469206741170235,0
835118,21,2,3984,0,49,12,4,1,567,1,2,1.6744508821302158,0
654954,57,0,3689,1,72,7,2,1,159,1,0,2.38394392007695,0
505231,87,0,1889,0,43,5,5,1,955,1,2,3.358212414193649,1
819837,79,2,2912,0,44,14,1,1,463,1,2,2.5506797512836994,0
714305,60,4,5986,0,70,8,1,1,869,0,2,1.8443561953721184,0
816359,81,4,4322,0,89,12,3,1,895,1,2,2.3770149407391954,0
688056,60,1,3262,0,70,8,5,1,353,1,2,1.9473984782503289,0
376277,63,2,4634,1,63,13,0,0,751,1,1,1.6222743935264354,0
186507,22,2,1152,0,79,9,4,1,704,0,2,2.0598185563585596,0
448128,25,3,7675,1,60,8,0,0,897,0,1,1.91931340591915,0
893819,49,2,2114,1,76,5,5,1,707,0,0,2.422259523768481,0
587336,48,4,6221,0,95,11,5,1,1186,0,2,2.9623719874262964,0
514872,66,4,7050,0,40,8,5,1,855,0,2,2.372819876116397,0
640137,62,0,4926,0,87,7,0,0,99,1,1,2.9121842210091424,0
834620,75,0,8511,0,40,13,1,1,557,1,2,2.9761626621540063,0
864009,79,0,5083,1,41,8,5,1,482,1,0,2.600577018025978,0
674578,55,3,4605,0,46,7,1,1,217,1,2,2.169304574645043,0
553232,86,5,8775,0,50,9,1,1,571,0,2,2.725984469854395,0
625456,35,3,464,0,54,7,4,1,1088,1,2,2.451842847768077,0
676953,94,1,4210,1,62,12,2,1,1179,0,0,2.533416790706689,0
813065,80,0,1297,1,37,11,4,1,30,0,0,3.2347832470255624,0
624885,76,5,678,0,55,8,5,1,314,0,2,2.8113475948579416,0
566574,6,0,5993,0,47,9,2,1,617,1,2,2.416157024988446,0
163413,22,4,4647,0,77,13,3,1,638,1,2,1.9073004363729105,0
