user_id,retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days,bot_label,cluster,is_anomaly
489756,66,0,446,0,93,6,3,1,1023,0,-1,1
180738,53,1,3889,0,107,11,3,1,610,0,-1,1
462388,94,1,2205,0,59,5,5,1,17,1,-1,1
934526,56,5,6867,1,104,9,2,1,1013,0,-1,1
713002,81,5,2744,1,70,17,4,1,599,1,-1,1
292934,88,4,5077,1,89,15,0,0,708,1,-1,1
933748,20,3,9078,1,93,5,0,0,1034,0,-1,1
969713,100,1,4018,0,99,15,5,1,551,0,-1,1
921766,45,3,4345,1,94,18,4,1,616,1,-1,1
984046,22,1,2960,0,39,14,0,0,908,0,-1,1
406249,91,0,671,0,40,15,0,0,24,0,-1,1
150985,76,3,3979,1,97,15,2,1,140,0,-1,1
964726,44,4,465,0,65,17,4,1,529,0,-1,1
113249,47,1,5948,1,100,14,2,1,816,0,-1,1
784271,83,0,5691,1,41,11,0,0,1212,1,-1,1
361011,62,1,9597,0,69,17,5,1,929,0,-1,1
821365,6,3,3784,0,97,5,3,1,587,0,-1,1
773646,86,0,6499,0,63,15,0,0,613,1,-1,1
371102,23,0,2618,1,101,12,5,1,1239,1,-1,1
580902,37,3,9796,1,36,15,3,1,510,0,-1,1
953082,60,5,9405,1,96,10,4,1,1045,1,-1,1
484479,56,2,2369,1,95,17,0,0,1109,0,-1,1
303294,89,0,1349,1,75,16,5,1,1229,1,-1,1
612212,75,0,753,1,84,11,0,0,1183,1,-1,1
378201,13,0,1354,0,84,20,2,1,111,0,-1,1
397087,29,1,7548,1,76,18,0,0,357,1,-1,1
222069,21,5,5598,0,32,17,0,0,381,1,-1,1
506888,66,5,9824,1,35,15,1,1,479,1,-1,1
556459,69,0,5752,1,93,6,2,1,143,1,-1,1
551971,98,1,9018,0,67,15,0,0,480,1,-1,1
802287,72,2,5653,1,88,16,0,0,1000,0,-1,1
419813,0,4,6859,1,39,14,0,0,37,1,-1,1
172504,72,1,1155,0,91,13,0,0,91,0,-1,1
336458,6,0,7727,1,84,15,2,1,108,1,-1,1
548130,41,4,4509,0,76,17,0,0,354,0,-1,1
550957,96,2,5068,0,35,16,2,1,295,0,-1,1
626043,39,2,139,1,82,16,0,0,47,1,-1,1
550472,7,5,9618,0,29,8,2,1,333,1,-1,1
797451,63,3,4658,1,64,17,1,1,1245,1,-1,1
520701,81,0,1723,0,75,14,0,0,1093,0,-1,1
223195,86,4,416,0,33,17,1,1,85,0,-1,1
138258,31,1,518,1,71,15,3,1,1075,0,-1,1
951347,80,2,2328,1,38,12,0,0,78,0,-1,1
217394,90,5,9674,1,39,16,5,1,297,1,-1,1
155519,62,5,9949,0,75,16,4,1,865,0,-1,1
520104,89,2,9395,1,104,13,3,1,464,1,-1,1
595382,93,0,9709,0,58,11,0,0,1129,1,-1,1
988214,73,2,9625,0,49,17,0,0,645,0,-1,1
686310,83,0,189,1,76,16,5,1,81,1,-1,1
374743,41,4,325,1,40,16,5,1,602,1,-1,1
647418,11,5,4787,0,94,13,2,1,1043,1,-1,1
704671,78,4,91,1,78,4,0,0,14,0,-1,1
968564,65,2,8697,0,95,14,0,0,385,1,-1,1
905927,41,3,2692,1,98,12,0,0,828,0,-1,1
667046,54,0,530,0,84,15,3,1,1157,1,-1,1
522775,4,5,9553,1,60,6,0,0,72,1,-1,1
442584,36,2,2026,0,52,17,5,1,201,0,-1,1
947984,71,2,3329,1,101,9,4,1,125,0,-1,1
271149,97,1,3730,0,95,9,0,0,1125,1,-1,1
648517,46,0,4187,0,37,16,5,1,383,1,-1,1
350681,34,5,7021,0,36,15,4,1,1230,0,-1,1
164611,79,0,6379,1,100,6,1,1,319,1,-1,1
314700,85,5,2011,0,59,5,0,0,277,0,-1,1
367849,31,0,226,0,74,15,3,1,1193,1,-1,1
379712,20,5,5430,0,38,15,0,0,387,1,-1,1
517415,22,2,7375,0,85,18,0,0,1049,1,-1,1
299411,9,5,8529,1,40,16,3,1,1167,0,-1,1
852629,29,2,9519,0,54,15,3,1,35,1,-1,1
284218,90,3,2055,0,70,16,1,1,264,0,-1,1
715457,46,1,1232,1,35,18,3,1,246,1,-1,1
578982,3,5,5065,0,70,16,2,1,806,1,-1,1
522830,66,4,3681,1,89,15,0,0,835,1,-1,1
708448,90,3,9170,1,46,14,0,0,857,0,-1,1
404777,100,0,1554,1,36,12,0,0,884,0,-1,1
138319,0,4,9015,0,91,8,1,1,100,0,-1,1
890366,1,3,2240,0,96,13,0,0,666,1,-1,1
768557,3,5,7037,1,84,13,0,0,201,0,-1,1
453620,89,5,4364,0,30,4,4,1,1129,1,-1,1
241487,3,0,4333,1,87,14,2,1,931,0,-1,1
721431,39,0,898,1,48,15,0,0,547,1,-1,1
624585,91,5,8499,1,88,17,5,1,645,1,-1,1
345324,91,1,1877,0,28,13,0,0,1095,0,-1,1
631951,5,0,4874,1,101,14,1,1,140,0,-1,1
771645,33,3,2100,0,43,16,0,0,742,0,-1,1
942744,8,3,7057,1,100,8,1,1,1127,1,-1,1
781134,52,4,6545,0,40,15,2,1,18,0,-1,1
609999,86,5,5248,0,82,8,0,0,1222,1,-1,1
716265,73,1,7666,0,81,17,5,1,115,1,-1,1
260819,73,2,7818,1,37,16,1,1,90,1,-1,1
569972,19,1,6844,0,44,18,1,1,151,0,-1,1
205308,77,1,9956,0,37,6,0,0,969,1,-1,1
224187,45,3,3358,1,98,13,0,0,286,0,-1,1
198209,48,5,6477,0,97,9,0,0,740,1,-1,1
414450,98,0,1710,0,39,10,0,0,580,1,-1,1
368558,7,3,7548,0,39,16,1,1,766,1,-1,1
801532,97,1,6544,0,84,16,3,1,1194,1,-1,1
260463,21,5,1874,1,74,14,0,0,604,0,-1,1
725468,24,3,3561,0,37,17,5,1,274,1,-1,1
715710,81,4,1736,1,97,6,0,0,487,1,-1,1
157415,100,0,5976,1,56,12,0,0,1076,0,-1,1
597710,39,3,1139,0,55,19,0,0,407,0,-1,1
914333,47,4,4952,1,58,18,2,1,1003,1,-1,1
911942,89,5,8368,0,100,13,4,1,852,0,-1,1
100066,0,5,3033,0,51,14,0,0,896,0,-1,1
685973,91,1,1655,1,48,13,0,0,229,0,-1,1
731893,7,1,936,0,32,12,1,1,987,1,-1,1
554654,10,5,2717,1,47,16,1,1,178,0,-1,1
688746,82,3,4717,1,51,16,1,1,966,1,-1,1
686482,26,0,8335,1,34,17,5,1,489,1,-1,1
794392,93,2,8539,0,33,9,0,0,463,0,-1,1
890992,71,1,6624,1,95,15,3,1,33,0,-1,1
774248,85,3,4703,0,98,7,0,0,612,1,-1,1
601796,9,1,1330,1,39,12,0,0,138,1,-1,1
676346,87,4,489,0,39,16,1,1,1136,1,-1,1
610501,52,2,11,0,35,15,4,1,843,0,-1,1
504644,51,0,1772,0,87,15,1,1,760,0,-1,1
153948,61,3,5161,1,103,11,5,1,1013,1,-1,1
832517,22,5,9985,0,49,11,0,0,1220,0,-1,1
597834,70,0,6501,1,36,15,0,0,469,1,-1,1
780484,89,5,3415,1,63,17,0,0,990,1,-1,1
471141,23,1,8902,0,88,16,1,1,723,0,-1,1
898984,13,2,8773,0,103,10,1,1,1047,1,-1,1
146221,11,4,7118,1,103,11,1,1,559,0,-1,1
956096,10,5,1055,1,38,16,3,1,185,0,-1,1
815852,84,4,3675,1,41,16,3,1,1234,0,-1,1
528628,37,5,2756,1,85,16,3,1,932,1,-1,1
146267,37,5,2518,1,83,16,2,1,937,0,-1,1
272127,7,1,2874,0,92,12,1,1,84,0,-1,1
209900,0,0,8087,1,67,14,0,0,1032,1,-1,1
284184,45,1,2526,1,93,4,1,1,575,1,-1,1
898162,71,1,1217,0,83,15,5,1,250,0,-1,1
942113,17,4,9964,0,81,12,0,0,367,1,-1,1
173425,74,0,3029,0,83,15,5,1,177,0,-1,1
430108,58,1,605,1,101,8,4,1,1224,1,-1,1
554055,84,1,7312,0,63,19,0,0,715,1,-1,1
378054,60,4,9932,0,85,15,3,1,7,0,-1,1
122046,1,1,5030,0,90,15,2,1,204,1,-1,1
554406,81,5,2203,1,69,17,1,1,274,1,-1,1
362042,5,5,6147,0,95,15,2,1,444,1,-1,1
609258,79,2,45,1,89,5,5,1,295,1,-1,1
405113,4,0,3327,0,80,5,0,0,1104,0,-1,1
579241,9,2,4839,0,41,18,1,1,628,1,-1,1
537474,4,4,2174,0,75,17,4,1,206,0,-1,1
187308,74,0,9016,1,70,18,1,1,341,1,-1,1
286551,43,4,9584,0,99,13,2,1,648,0,-1,1
148130,57,2,161,1,45,11,0,0,19,1,-1,1
333110,98,2,9493,0,46,14,1,1,1197,1,-1,1
529895,48,1,3910,0,100,10,5,1,135,0,-1,1
170147,47,3,9779,0,52,17,5,1,673,1,-1,1
976307,18,4,3414,1,91,14,4,1,35,0,-1,1
871019,55,5,5556,0,89,13,3,1,30,0,-1,1
484592,42,2,929,0,35,15,1,1,640,0,-1,1
508735,96,3,7230,0,96,14,1,1,35,0,-1,1
895332,89,4,5087,0,42,13,0,0,1104,1,-1,1
820636,22,2,3396,0,102,8,4,1,242,1,-1,1
289455,97,5,9769,0,99,9,5,1,800,0,-1,1
366196,21,0,3725,1,58,4,0,0,270,0,-1,1
181687,32,2,9965,0,76,16,3,1,973,0,-1,1
230611,6,4,9942,1,46,16,3,1,962,1,-1,1
920039,97,4,7077,0,71,16,2,1,348,0,-1,1
984049,73,5,327,1,54,15,0,0,1129,1,-1,1
678410,93,2,8483,1,28,7,4,1,298,0,-1,1
743902,38,5,9379,1,33,7,1,1,1173,1,-1,1
602028,13,4,2995,0,56,16,3,1,1030,0,-1,1
786064,92,0,9316,1,49,16,2,1,64,1,-1,1
776107,94,5,5991,0,79,6,0,0,988,1,-1,1
919490,6,5,2556,0,98,14,1,1,869,1,-1,1
188952,34,0,1433,1,75,17,3,1,86,0,-1,1
535563,77,3,9601,1,90,5,0,0,713,1,-1,1
442041,49,5,3607,0,61,16,0,0,422,0,-1,1
817536,3,3,308,0,68,6,0,0,635,0,-1,1
423709,3,3,9288,0,46,6,0,0,1133,1,-1,1
923385,34,3,3464,0,90,19,0,0,1179,0,-1,1
614542,90,3,5578,0,32,10,5,1,1167,0,-1,1
309614,44,0,8446,1,65,17,0,0,297,0,-1,1
575537,98,1,5695,1,95,11,2,1,18,0,-1,1
695761,2,1,442,1,36,17,4,1,148,1,-1,1
291738,8,2,9923,1,36,14,2,1,627,0,-1,1
868778,63,4,8167,1,96,6,1,1,371,1,-1,1
865760,26,0,1457,0,96,8,0,0,203,1,-1,1
305221,97,5,9981,0,59,11,0,0,982,1,-1,1
277191,90,5,8840,0,46,17,5,1,625,1,-1,1
416646,95,2,8369,1,105,10,4,1,299,0,-1,1
731516,17,5,192,1,58,14,0,0,875,0,-1,1
598694,19,2,3094,0,39,15,0,0,791,1,-1,1
606536,1,5,8254,0,35,14,2,1,262,1,-1,1
860295,48,2,7924,0,109,12,2,1,495,0,-1,1
889161,72,4,3958,0,43,4,0,0,747,1,-1,1
829137,3,5,8518,0,66,14,0,0,31,0,-1,1
239810,48,3,871,1,91,17,1,1,356,1,-1,1
521103,6,2,9377,1,86,5,5,1,1044,1,-1,1
607964,1,0,5508,1,34,5,4,1,777,0,-1,1
371643,55,5,8009,0,99,18,1,1,937,0,-1,1
243683,28,1,3154,0,79,17,1,1,760,1,-1,1
143484,35,1,9678,0,85,6,0,0,196,1,-1,1
950097,100,4,6315,0,46,17,3,1,213,1,-1,1
514276,47,4,3860,0,100,6,5,1,333,0,-1,1
148561,96,0,2582,1,41,6,0,0,428,0,-1,1
614904,60,0,166,0,47,15,1,1,957,0,-1,1
235480,22,0,9351,0,47,15,0,0,1021,0,-1,1
335067,76,3,306,0,90,18,4,1,473,1,-1,1
267367,9,1,9637,0,42,14,0,0,975,1,-1,1
609235,74,0,945,0,87,15,2,1,826,1,-1,1
274477,36,5,2116,0,78,15,0,0,1173,1,-1,1
829457,98,0,3003,1,71,4,2,1,1116,0,-1,1
927976,86,5,2765,0,41,14,0,0,634,0,-1,1
829825,55,5,155,1,42,17,2,1,246,1,-1,1
689874,5,0,5453,0,94,13,1,1,104,0,-1,1
510581,13,1,4000,0,43,17,5,1,886,0,-1,1
672163,2,1,3883,0,87,14,0,0,317,0,-1,1
864774,66,4,806,1,41,15,0,0,745,1,-1,1
729195,2,4,895,1,81,9,0,0,66,1,-1,1
294301,75,2,1074,0,93,10,5,1,5,0,-1,1
858521,99,4,8458,0,59,17,0,0,31,0,-1,1
324517,60,2,8663,1,42,13,0,0,8,1,-1,1
692646,80,1,4818,1,107,9,0,0,473,1,-1,1
388239,15,3,5486,1,68,17,2,1,1190,1,-1,1
597883,35,5,1366,0,104,6,0,0,586,1,-1,1
704136,62,0,2350,1,85,15,4,1,1180,0,-1,1
140253,35,1,7784,0,89,17,2,1,489,1,-1,1
544576,72,3,3218,1,68,17,1,1,10,1,-1,1
208314,0,1,4202,1,51,13,0,0,82,1,-1,1
497335,95,0,3325,1,73,5,0,0,867,1,-1,1
624264,5,2,1739,1,78,16,0,0,257,1,-1,1
976971,9,4,3261,1,33,5,0,0,1078,1,-1,1
735581,99,0,5644,0,32,15,2,1,846,0,-1,1
774912,36,5,445,1,42,6,0,0,1195,1,-1,1
947275,43,5,9686,1,104,7,4,1,266,1,-1,1
820495,69,2,4069,0,51,16,1,1,708,1,-1,1
815183,51,5,8780,0,78,9,0,0,1220,1,-1,1
716361,92,1,2435,0,43,16,1,1,899,0,-1,1
715525,66,5,1096,1,105,9,5,1,530,1,-1,1
879869,3,1,2748,1,73,16,4,1,294,1,-1,1
756250,100,3,1202,1,72,14,1,1,1209,1,-1,1
593230,83,1,3881,0,82,15,0,0,86,0,-1,1
511227,87,3,7239,1,49,18,5,1,789,1,-1,1
627167,45,5,7402,1,99,13,4,1,808,0,-1,1
181873,10,2,3700,0,90,6,1,1,44,0,-1,1
822332,27,3,3883,0,52,17,5,1,670,0,-1,1
547422,27,2,9979,0,44,14,2,1,22,1,-1,1
559219,98,1,9825,1,58,17,5,1,746,1,-1,1
392997,48,0,7477,0,103,13,3,1,531,0,-1,1
985720,52,1,8810,1,74,18,4,1,907,0,-1,1
408975,52,0,9134,1,67,17,3,1,1053,0,-1,1
807799,37,5,9071,1,98,6,1,1,92,1,-1,1
975626,77,3,8136,0,97,16,3,1,504,1,-1,1
639143,90,3,8046,0,103,8,0,0,79,1,-1,1
882472,0,3,9380,0,34,6,0,0,334,1,-1,1
197707,54,3,7549,1,37,16,4,1,306,1,-1,1
431779,81,5,6350,0,87,15,1,1,1198,0,-1,1
888738,35,5,1201,1,103,12,1,1,178,1,-1,1
411448,97,3,5587,0,97,8,0,0,762,1,-1,1
461021,74,4,238,0,84,15,0,0,883,0,-1,1
271948,4,5,4734,1,31,15,3,1,771,0,-1,1
939860,37,5,1182,1,69,16,2,1,55,0,-1,1
353945,74,5,235,1,35,17,3,1,578,0,-1,1
301705,37,0,1437,0,75,19,3,1,322,0,-1,1
580901,91,1,2591,1,37,17,1,1,804,1,-1,1
216530,5,0,1204,1,70,14,5,1,35,0,-1,1
113942,43,1,7079,0,110,10,5,1,868,1,-1,1
894844,78,5,74,0,33,7,4,1,1217,0,-1,1
497297,82,0,265,1,60,13,0,0,289,1,-1,1
893111,0,1,316,1,96,16,5,1,397,1,-1,1
513078,56,0,8893,0,70,15,5,1,218,0,-1,1
586674,9,3,1846,1,89,16,5,1,246,1,-1,1
635359,5,1,1617,0,54,17,0,0,625,1,-1,1
811360,93,2,4008,0,93,8,0,0,222,0,-1,1
655161,34,5,3462,1,98,13,1,1,1084,0,-1,1
406802,97,1,7812,1,35,16,0,0,884,0,-1,1
723430,93,2,8682,0,69,16,1,1,331,0,-1,1
289623,46,2,935,1,39,16,0,0,650,1,-1,1
720704,6,0,8332,0,78,13,1,1,68,1,-1,1
730068,100,0,391,1,46,15,1,1,926,1,-1,1
960908,8,4,3890,1,38,4,0,0,1164,1,-1,1
253071,19,1,420,1,101,11,5,1,902,1,-1,1
371617,78,2,2357,0,39,16,3,1,440,1,-1,1
417528,20,3,3960,1,91,16,3,1,695,1,-1,1
520164,98,5,1673,0,100,6,5,1,669,0,-1,1
281616,39,5,2304,0,46,13,0,0,32,0,-1,1
798941,66,1,8388,1,86,13,0,0,1115,1,-1,1
560432,69,3,4245,0,56,16,1,1,938,0,-1,1
977104,19,4,6185,1,56,17,0,0,1064,0,-1,1
977809,50,0,8737,1,46,17,5,1,114,1,-1,1
434479,81,1,7480,0,99,11,1,1,921,0,-1,1
